"CISP";"AISP";"RISP";"Município";"Mês";"Ano";"Feminicídio";"Tentativa de feminicídio";"Fase"
159;35;4;"Cachoeiras de Macacu";"2";"2024";0;0;3
165;33;5;"Mangaratiba";"2";"2024";0;1;3
166;33;5;"Angra dos Reis";"2";"2024";1;0;3
167;33;5;"Paraty";"2";"2024";0;0;3
168;28;5;"Rio Claro";"2";"2024";0;0;3
1;5;1;"Rio de Janeiro";"1";"2024";0;0;3
4;5;1;"Rio de Janeiro";"1";"2024";0;0;3
5;5;1;"Rio de Janeiro";"1";"2024";0;0;3
6;4;1;"Rio de Janeiro";"1";"2024";0;0;3
7;5;1;"Rio de Janeiro";"1";"2024";0;1;3
9;2;1;"Rio de Janeiro";"1";"2024";0;0;3
10;2;1;"Rio de Janeiro";"1";"2024";0;0;3
11;23;1;"Rio de Janeiro";"1";"2024";0;0;3
12;19;1;"Rio de Janeiro";"1";"2024";0;0;3
13;19;1;"Rio de Janeiro";"1";"2024";0;0;3
14;23;1;"Rio de Janeiro";"1";"2024";0;0;3
15;23;1;"Rio de Janeiro";"1";"2024";0;1;3
16;31;2;"Rio de Janeiro";"1";"2024";0;0;3
17;4;1;"Rio de Janeiro";"1";"2024";0;0;3
18;6;1;"Rio de Janeiro";"1";"2024";0;0;3
19;6;1;"Rio de Janeiro";"1";"2024";1;0;3
20;6;1;"Rio de Janeiro";"1";"2024";0;0;3
21;22;1;"Rio de Janeiro";"1";"2024";0;1;3
22;16;1;"Rio de Janeiro";"1";"2024";0;0;3
23;3;1;"Rio de Janeiro";"1";"2024";0;1;3
24;3;1;"Rio de Janeiro";"1";"2024";0;0;3
25;3;1;"Rio de Janeiro";"1";"2024";0;0;3
26;3;1;"Rio de Janeiro";"1";"2024";0;0;3
27;41;2;"Rio de Janeiro";"1";"2024";0;0;3
28;18;2;"Rio de Janeiro";"1";"2024";0;0;3
29;9;2;"Rio de Janeiro";"1";"2024";0;0;3
30;9;2;"Rio de Janeiro";"1";"2024";0;1;3
31;41;2;"Rio de Janeiro";"1";"2024";0;0;3
32;18;2;"Rio de Janeiro";"1";"2024";0;1;3
33;14;2;"Rio de Janeiro";"1";"2024";0;0;3
34;14;2;"Rio de Janeiro";"1";"2024";1;2;3
35;40;2;"Rio de Janeiro";"1";"2024";1;2;3
36;27;2;"Rio de Janeiro";"1";"2024";2;0;3
37;17;1;"Rio de Janeiro";"1";"2024";0;0;3
38;16;1;"Rio de Janeiro";"1";"2024";0;1;3
39;41;2;"Rio de Janeiro";"1";"2024";0;0;3
40;9;2;"Rio de Janeiro";"1";"2024";0;0;3
41;18;2;"Rio de Janeiro";"1";"2024";0;0;3
42;31;2;"Rio de Janeiro";"1";"2024";0;1;3
43;27;2;"Rio de Janeiro";"1";"2024";0;1;3
44;3;1;"Rio de Janeiro";"1";"2024";0;0;3
48;24;3;"Seropédica";"1";"2024";0;0;3
50;24;3;"Itaguaí";"1";"2024";2;0;3
51;24;3;"Paracambi";"1";"2024";0;0;3
52;20;3;"Nova Iguaçu";"1";"2024";0;0;3
53;20;3;"Mesquita";"1";"2024";0;0;3
54;39;3;"Belford Roxo";"1";"2024";1;1;3
55;24;3;"Queimados";"1";"2024";0;1;3
56;20;3;"Nova Iguaçu";"1";"2024";0;0;3
57;20;3;"Nilópolis";"1";"2024";0;0;3
58;20;3;"Nova Iguaçu";"1";"2024";0;1;3
59;15;3;"Duque de Caxias";"1";"2024";0;1;3
60;15;3;"Duque de Caxias";"1";"2024";1;2;3
61;15;3;"Duque de Caxias";"1";"2024";0;0;3
62;15;3;"Duque de Caxias";"1";"2024";0;0;3
63;24;3;"Japeri";"1";"2024";0;1;3
64;21;3;"São João de Meriti";"1";"2024";0;0;3
65;34;3;"Magé";"1";"2024";0;0;3
66;34;3;"Magé";"1";"2024";0;0;3
67;34;3;"Guapimirim";"1";"2024";0;0;3
70;35;4;"Tanguá";"1";"2024";0;0;3
71;35;4;"Itaboraí";"1";"2024";0;1;3
72;7;4;"São Gonçalo";"1";"2024";0;0;3
73;7;4;"São Gonçalo";"1";"2024";0;1;3
74;7;4;"São Gonçalo";"1";"2024";0;0;3
75;7;4;"São Gonçalo";"1";"2024";0;1;3
76;12;4;"Niterói";"1";"2024";0;0;3
77;12;4;"Niterói";"1";"2024";0;0;3
78;12;4;"Niterói";"1";"2024";0;0;3
79;12;4;"Niterói";"1";"2024";0;1;3
81;12;4;"Niterói";"1";"2024";0;0;3
82;12;4;"Maricá";"1";"2024";0;2;3
88;10;5;"Barra do Piraí";"1";"2024";0;0;3
89;37;5;"Resende";"1";"2024";0;0;3
90;28;5;"Barra Mansa";"1";"2024";0;1;3
91;10;5;"Valença";"1";"2024";0;0;3
92;10;5;"Rio das Flores";"1";"2024";0;0;3
93;28;5;"Volta Redonda";"1";"2024";0;1;3
94;10;5;"Piraí";"1";"2024";0;0;3
95;10;5;"Vassouras";"1";"2024";0;0;3
96;10;5;"Miguel Pereira";"1";"2024";0;0;3
96;10;5;"Paty do Alferes";"1";"2024";0;0;3
97;10;5;"Mendes";"1";"2024";0;0;3
98;10;5;"Engenheiro Paulo de Frontin";"1";"2024";0;0;3
99;37;5;"Itatiaia";"1";"2024";0;0;3
100;37;5;"Porto Real";"1";"2024";0;0;3
100;37;5;"Quatis";"1";"2024";0;0;3
101;28;5;"Pinheiral";"1";"2024";0;0;3
104;30;7;"São José do Vale do Rio Preto";"1";"2024";0;0;3
105;26;7;"Petrópolis";"1";"2024";0;0;3
106;26;7;"Petrópolis";"1";"2024";0;0;3
107;38;7;"Paraíba do Sul";"1";"2024";0;0;3
108;38;7;"Areal";"1";"2024";0;0;3
108;38;7;"Comendador Levy Gasparian";"1";"2024";0;0;3
108;38;7;"Três Rios";"1";"2024";1;0;3
109;38;7;"Sapucaia";"1";"2024";0;0;3
110;30;7;"Teresópolis";"1";"2024";0;1;3
111;30;7;"Sumidouro";"1";"2024";0;0;3
112;30;7;"Carmo";"1";"2024";0;0;3
118;25;4;"Araruama";"1";"2024";1;0;3
119;35;4;"Rio Bonito";"1";"2024";0;0;3
120;35;4;"Silva Jardim";"1";"2024";0;0;3
121;32;6;"Casimiro de Abreu";"1";"2024";0;0;3
122;32;6;"Conceição de Macabu";"1";"2024";0;0;3
123;32;6;"Macaé";"1";"2024";0;1;3
124;25;4;"Saquarema";"1";"2024";1;0;3
125;25;4;"São Pedro da Aldeia";"1";"2024";0;0;3
126;25;4;"Cabo Frio";"1";"2024";0;0;3
127;25;4;"Armação dos Búzios";"1";"2024";0;0;3
128;32;6;"Rio das Ostras";"1";"2024";1;1;3
129;25;4;"Iguaba Grande";"1";"2024";0;0;3
130;32;6;"Carapebus";"1";"2024";0;0;3
130;32;6;"Quissamã";"1";"2024";0;0;3
132;25;4;"Arraial do Cabo";"1";"2024";0;0;3
134;8;6;"Campos dos Goytacazes";"1";"2024";0;2;3
135;36;6;"Itaocara";"1";"2024";0;0;3
136;36;6;"Aperibé";"1";"2024";0;0;3
136;36;6;"Santo Antônio de Pádua";"1";"2024";0;0;3
137;36;6;"Miracema";"1";"2024";0;0;3
138;29;6;"Laje do Muriaé";"1";"2024";0;0;3
139;29;6;"Porciúncula";"1";"2024";0;0;3
140;29;6;"Natividade";"1";"2024";0;0;3
140;29;6;"Varre-Sai";"1";"2024";0;0;3
141;8;6;"São Fidélis";"1";"2024";0;0;3
142;36;6;"Cambuci";"1";"2024";0;0;3
143;29;6;"Itaperuna";"1";"2024";0;0;3
143;29;6;"São José de Ubá";"1";"2024";0;0;3
144;29;6;"Bom Jesus do Itabapoana";"1";"2024";0;0;3
145;8;6;"São João da Barra";"1";"2024";0;0;3
146;8;6;"Campos dos Goytacazes";"1";"2024";0;0;3
147;8;6;"São Francisco de Itabapoana";"1";"2024";0;0;3
148;29;6;"Cardoso Moreira";"1";"2024";0;0;3
148;29;6;"Italva";"1";"2024";0;0;3
151;11;7;"Nova Friburgo";"1";"2024";0;0;3
152;11;7;"Duas Barras";"1";"2024";0;0;3
153;11;7;"Cantagalo";"1";"2024";0;0;3
154;11;7;"Cordeiro";"1";"2024";0;0;3
154;11;7;"Macuco";"1";"2024";0;0;3
155;36;6;"São Sebastião do Alto";"1";"2024";0;0;3
156;11;7;"Santa Maria Madalena";"1";"2024";0;0;3
157;11;7;"Trajano de Moraes";"1";"2024";0;0;3
158;11;7;"Bom Jardim";"1";"2024";0;0;3
159;35;4;"Cachoeiras de Macacu";"1";"2024";0;0;3
165;33;5;"Mangaratiba";"1";"2024";0;0;3
166;33;5;"Angra dos Reis";"1";"2024";0;1;3
167;33;5;"Paraty";"1";"2024";0;0;3
168;28;5;"Rio Claro";"1";"2024";0;0;3
1;5;1;"Rio de Janeiro";"12";"2023";0;0;3
4;5;1;"Rio de Janeiro";"12";"2023";0;0;3
5;5;1;"Rio de Janeiro";"12";"2023";0;0;3
6;4;1;"Rio de Janeiro";"12";"2023";0;0;3
7;5;1;"Rio de Janeiro";"12";"2023";0;0;3
9;2;1;"Rio de Janeiro";"12";"2023";0;0;3
10;2;1;"Rio de Janeiro";"12";"2023";0;0;3
11;23;1;"Rio de Janeiro";"12";"2023";0;0;3
12;19;1;"Rio de Janeiro";"12";"2023";0;0;3
13;19;1;"Rio de Janeiro";"12";"2023";0;0;3
14;23;1;"Rio de Janeiro";"12";"2023";0;0;3
15;23;1;"Rio de Janeiro";"12";"2023";0;0;3
16;31;2;"Rio de Janeiro";"12";"2023";0;0;3
17;4;1;"Rio de Janeiro";"12";"2023";0;0;3
18;6;1;"Rio de Janeiro";"12";"2023";0;0;3
19;6;1;"Rio de Janeiro";"12";"2023";0;1;3
20;6;1;"Rio de Janeiro";"12";"2023";0;0;3
21;22;1;"Rio de Janeiro";"12";"2023";2;0;3
22;16;1;"Rio de Janeiro";"12";"2023";0;0;3
23;3;1;"Rio de Janeiro";"12";"2023";0;0;3
24;3;1;"Rio de Janeiro";"12";"2023";0;0;3
25;3;1;"Rio de Janeiro";"12";"2023";0;0;3
26;3;1;"Rio de Janeiro";"12";"2023";0;0;3
27;41;2;"Rio de Janeiro";"12";"2023";0;0;3
28;18;2;"Rio de Janeiro";"12";"2023";0;0;3
29;9;2;"Rio de Janeiro";"12";"2023";0;0;3
30;9;2;"Rio de Janeiro";"12";"2023";0;1;3
31;41;2;"Rio de Janeiro";"12";"2023";0;0;3
32;18;2;"Rio de Janeiro";"12";"2023";1;2;3
33;14;2;"Rio de Janeiro";"12";"2023";0;0;3
34;14;2;"Rio de Janeiro";"12";"2023";0;1;3
35;40;2;"Rio de Janeiro";"12";"2023";0;0;3
36;27;2;"Rio de Janeiro";"12";"2023";0;1;3
37;17;1;"Rio de Janeiro";"12";"2023";0;0;3
38;16;1;"Rio de Janeiro";"12";"2023";0;1;3
39;41;2;"Rio de Janeiro";"12";"2023";1;1;3
40;9;2;"Rio de Janeiro";"12";"2023";0;0;3
41;18;2;"Rio de Janeiro";"12";"2023";0;0;3
42;31;2;"Rio de Janeiro";"12";"2023";0;2;3
43;27;2;"Rio de Janeiro";"12";"2023";0;0;3
44;3;1;"Rio de Janeiro";"12";"2023";0;0;3
48;24;3;"Seropédica";"12";"2023";0;0;3
50;24;3;"Itaguaí";"12";"2023";0;0;3
51;24;3;"Paracambi";"12";"2023";0;0;3
52;20;3;"Nova Iguaçu";"12";"2023";0;0;3
53;20;3;"Mesquita";"12";"2023";0;1;3
54;39;3;"Belford Roxo";"12";"2023";1;0;3
55;24;3;"Queimados";"12";"2023";0;0;3
56;20;3;"Nova Iguaçu";"12";"2023";1;0;3
57;20;3;"Nilópolis";"12";"2023";0;0;3
58;20;3;"Nova Iguaçu";"12";"2023";0;0;3
59;15;3;"Duque de Caxias";"12";"2023";0;3;3
60;15;3;"Duque de Caxias";"12";"2023";0;2;3
61;15;3;"Duque de Caxias";"12";"2023";0;0;3
62;15;3;"Duque de Caxias";"12";"2023";0;0;3
63;24;3;"Japeri";"12";"2023";0;1;3
64;21;3;"São João de Meriti";"12";"2023";0;0;3
65;34;3;"Magé";"12";"2023";0;0;3
66;34;3;"Magé";"12";"2023";0;0;3
67;34;3;"Guapimirim";"12";"2023";0;0;3
70;35;4;"Tanguá";"12";"2023";0;0;3
71;35;4;"Itaboraí";"12";"2023";0;0;3
72;7;4;"São Gonçalo";"12";"2023";0;0;3
73;7;4;"São Gonçalo";"12";"2023";0;1;3
74;7;4;"São Gonçalo";"12";"2023";0;0;3
75;7;4;"São Gonçalo";"12";"2023";0;1;3
76;12;4;"Niterói";"12";"2023";0;0;3
77;12;4;"Niterói";"12";"2023";0;0;3
78;12;4;"Niterói";"12";"2023";0;0;3
79;12;4;"Niterói";"12";"2023";0;0;3
81;12;4;"Niterói";"12";"2023";0;0;3
82;12;4;"Maricá";"12";"2023";0;0;3
88;10;5;"Barra do Piraí";"12";"2023";0;0;3
89;37;5;"Resende";"12";"2023";0;0;3
90;28;5;"Barra Mansa";"12";"2023";0;0;3
91;10;5;"Valença";"12";"2023";0;0;3
92;10;5;"Rio das Flores";"12";"2023";0;0;3
93;28;5;"Volta Redonda";"12";"2023";1;1;3
94;10;5;"Piraí";"12";"2023";0;0;3
95;10;5;"Vassouras";"12";"2023";0;0;3
96;10;5;"Miguel Pereira";"12";"2023";0;0;3
96;10;5;"Paty do Alferes";"12";"2023";0;0;3
97;10;5;"Mendes";"12";"2023";0;0;3
98;10;5;"Engenheiro Paulo de Frontin";"12";"2023";0;0;3
99;37;5;"Itatiaia";"12";"2023";0;1;3
100;37;5;"Porto Real";"12";"2023";0;0;3
100;37;5;"Quatis";"12";"2023";0;0;3
101;28;5;"Pinheiral";"12";"2023";0;0;3
104;30;7;"São José do Vale do Rio Preto";"12";"2023";0;0;3
105;26;7;"Petrópolis";"12";"2023";0;0;3
106;26;7;"Petrópolis";"12";"2023";0;0;3
107;38;7;"Paraíba do Sul";"12";"2023";0;0;3
108;38;7;"Areal";"12";"2023";0;0;3
108;38;7;"Comendador Levy Gasparian";"12";"2023";0;0;3
108;38;7;"Três Rios";"12";"2023";0;0;3
109;38;7;"Sapucaia";"12";"2023";0;0;3
110;30;7;"Teresópolis";"12";"2023";0;2;3
111;30;7;"Sumidouro";"12";"2023";0;0;3
112;30;7;"Carmo";"12";"2023";0;0;3
118;25;4;"Araruama";"12";"2023";0;0;3
119;35;4;"Rio Bonito";"12";"2023";0;1;3
120;35;4;"Silva Jardim";"12";"2023";0;0;3
121;32;6;"Casimiro de Abreu";"12";"2023";0;0;3
122;32;6;"Conceição de Macabu";"12";"2023";0;0;3
123;32;6;"Macaé";"12";"2023";0;0;3
124;25;4;"Saquarema";"12";"2023";0;0;3
125;25;4;"São Pedro da Aldeia";"12";"2023";0;0;3
126;25;4;"Cabo Frio";"12";"2023";0;2;3
127;25;4;"Armação dos Búzios";"12";"2023";1;0;3
128;32;6;"Rio das Ostras";"12";"2023";0;0;3
129;25;4;"Iguaba Grande";"12";"2023";0;0;3
130;32;6;"Carapebus";"12";"2023";0;0;3
130;32;6;"Quissamã";"12";"2023";0;0;3
132;25;4;"Arraial do Cabo";"12";"2023";0;0;3
134;8;6;"Campos dos Goytacazes";"12";"2023";0;3;3
135;36;6;"Itaocara";"12";"2023";0;0;3
136;36;6;"Aperibé";"12";"2023";0;0;3
136;36;6;"Santo Antônio de Pádua";"12";"2023";0;0;3
137;36;6;"Miracema";"12";"2023";0;0;3
138;29;6;"Laje do Muriaé";"12";"2023";0;0;3
139;29;6;"Porciúncula";"12";"2023";0;0;3
140;29;6;"Natividade";"12";"2023";0;0;3
140;29;6;"Varre-Sai";"12";"2023";0;0;3
141;8;6;"São Fidélis";"12";"2023";0;1;3
142;36;6;"Cambuci";"12";"2023";0;0;3
143;29;6;"Itaperuna";"12";"2023";0;0;3
143;29;6;"São José de Ubá";"12";"2023";0;0;3
144;29;6;"Bom Jesus do Itabapoana";"12";"2023";0;1;3
145;8;6;"São João da Barra";"12";"2023";0;0;3
146;8;6;"Campos dos Goytacazes";"12";"2023";0;1;3
147;8;6;"São Francisco de Itabapoana";"12";"2023";0;0;3
148;29;6;"Cardoso Moreira";"12";"2023";0;0;3
148;29;6;"Italva";"12";"2023";0;0;3
151;11;7;"Nova Friburgo";"12";"2023";0;0;3
152;11;7;"Duas Barras";"12";"2023";0;0;3
153;11;7;"Cantagalo";"12";"2023";0;0;3
154;11;7;"Cordeiro";"12";"2023";0;0;3
154;11;7;"Macuco";"12";"2023";0;0;3
155;36;6;"São Sebastião do Alto";"12";"2023";0;0;3
156;11;7;"Santa Maria Madalena";"12";"2023";0;0;3
157;11;7;"Trajano de Moraes";"12";"2023";0;0;3
158;11;7;"Bom Jardim";"12";"2023";0;0;3
159;35;4;"Cachoeiras de Macacu";"12";"2023";0;0;3
165;33;5;"Mangaratiba";"12";"2023";0;0;3
166;33;5;"Angra dos Reis";"12";"2023";0;0;3
167;33;5;"Paraty";"12";"2023";0;0;3
168;28;5;"Rio Claro";"12";"2023";0;1;3
1;5;1;"Rio de Janeiro";"11";"2023";0;1;3
4;5;1;"Rio de Janeiro";"11";"2023";0;0;3
5;5;1;"Rio de Janeiro";"11";"2023";0;0;3
6;4;1;"Rio de Janeiro";"11";"2023";0;0;3
7;5;1;"Rio de Janeiro";"11";"2023";0;0;3
9;2;1;"Rio de Janeiro";"11";"2023";0;0;3
10;2;1;"Rio de Janeiro";"11";"2023";0;0;3
11;23;1;"Rio de Janeiro";"11";"2023";0;0;3
12;19;1;"Rio de Janeiro";"11";"2023";0;0;3
13;19;1;"Rio de Janeiro";"11";"2023";0;0;3
14;23;1;"Rio de Janeiro";"11";"2023";0;0;3
15;23;1;"Rio de Janeiro";"11";"2023";0;0;3
16;31;2;"Rio de Janeiro";"11";"2023";0;0;3
17;4;1;"Rio de Janeiro";"11";"2023";0;0;3
18;6;1;"Rio de Janeiro";"11";"2023";0;0;3
19;6;1;"Rio de Janeiro";"11";"2023";0;0;3
20;6;1;"Rio de Janeiro";"11";"2023";0;0;3
21;22;1;"Rio de Janeiro";"11";"2023";0;0;3
22;16;1;"Rio de Janeiro";"11";"2023";1;0;3
23;3;1;"Rio de Janeiro";"11";"2023";0;0;3
24;3;1;"Rio de Janeiro";"11";"2023";0;0;3
25;3;1;"Rio de Janeiro";"11";"2023";0;1;3
26;3;1;"Rio de Janeiro";"11";"2023";0;0;3
27;41;2;"Rio de Janeiro";"11";"2023";0;0;3
28;18;2;"Rio de Janeiro";"11";"2023";0;1;3
29;9;2;"Rio de Janeiro";"11";"2023";0;0;3
30;9;2;"Rio de Janeiro";"11";"2023";0;0;3
31;41;2;"Rio de Janeiro";"11";"2023";0;0;3
32;18;2;"Rio de Janeiro";"11";"2023";0;1;3
33;14;2;"Rio de Janeiro";"11";"2023";0;0;3
34;14;2;"Rio de Janeiro";"11";"2023";0;0;3
35;40;2;"Rio de Janeiro";"11";"2023";0;0;3
36;27;2;"Rio de Janeiro";"11";"2023";0;1;3
37;17;1;"Rio de Janeiro";"11";"2023";0;1;3
38;16;1;"Rio de Janeiro";"11";"2023";0;0;3
39;41;2;"Rio de Janeiro";"11";"2023";0;0;3
40;9;2;"Rio de Janeiro";"11";"2023";0;0;3
41;18;2;"Rio de Janeiro";"11";"2023";0;0;3
42;31;2;"Rio de Janeiro";"11";"2023";0;1;3
43;27;2;"Rio de Janeiro";"11";"2023";0;1;3
44;3;1;"Rio de Janeiro";"11";"2023";0;0;3
48;24;3;"Seropédica";"11";"2023";0;0;3
50;24;3;"Itaguaí";"11";"2023";0;0;3
51;24;3;"Paracambi";"11";"2023";0;0;3
52;20;3;"Nova Iguaçu";"11";"2023";0;0;3
53;20;3;"Mesquita";"11";"2023";1;0;3
54;39;3;"Belford Roxo";"11";"2023";0;2;3
55;24;3;"Queimados";"11";"2023";0;0;3
56;20;3;"Nova Iguaçu";"11";"2023";0;0;3
57;20;3;"Nilópolis";"11";"2023";0;0;3
58;20;3;"Nova Iguaçu";"11";"2023";0;0;3
59;15;3;"Duque de Caxias";"11";"2023";0;1;3
60;15;3;"Duque de Caxias";"11";"2023";0;0;3
61;15;3;"Duque de Caxias";"11";"2023";0;0;3
62;15;3;"Duque de Caxias";"11";"2023";0;0;3
63;24;3;"Japeri";"11";"2023";0;0;3
64;21;3;"São João de Meriti";"11";"2023";1;2;3
65;34;3;"Magé";"11";"2023";0;0;3
66;34;3;"Magé";"11";"2023";0;1;3
67;34;3;"Guapimirim";"11";"2023";0;0;3
70;35;4;"Tanguá";"11";"2023";0;0;3
71;35;4;"Itaboraí";"11";"2023";0;0;3
72;7;4;"São Gonçalo";"11";"2023";0;0;3
73;7;4;"São Gonçalo";"11";"2023";0;1;3
74;7;4;"São Gonçalo";"11";"2023";1;1;3
75;7;4;"São Gonçalo";"11";"2023";0;0;3
76;12;4;"Niterói";"11";"2023";0;0;3
77;12;4;"Niterói";"11";"2023";0;0;3
78;12;4;"Niterói";"11";"2023";0;0;3
79;12;4;"Niterói";"11";"2023";0;0;3
81;12;4;"Niterói";"11";"2023";0;0;3
82;12;4;"Maricá";"11";"2023";0;2;3
88;10;5;"Barra do Piraí";"11";"2023";0;0;3
89;37;5;"Resende";"11";"2023";0;0;3
90;28;5;"Barra Mansa";"11";"2023";0;0;3
91;10;5;"Valença";"11";"2023";0;0;3
92;10;5;"Rio das Flores";"11";"2023";0;0;3
93;28;5;"Volta Redonda";"11";"2023";0;0;3
94;10;5;"Piraí";"11";"2023";0;0;3
95;10;5;"Vassouras";"11";"2023";0;0;3
96;10;5;"Miguel Pereira";"11";"2023";0;0;3
96;10;5;"Paty do Alferes";"11";"2023";0;0;3
97;10;5;"Mendes";"11";"2023";0;0;3
98;10;5;"Engenheiro Paulo de Frontin";"11";"2023";0;0;3
99;37;5;"Itatiaia";"11";"2023";0;0;3
100;37;5;"Porto Real";"11";"2023";0;0;3
100;37;5;"Quatis";"11";"2023";0;0;3
101;28;5;"Pinheiral";"11";"2023";0;0;3
104;30;7;"São José do Vale do Rio Preto";"11";"2023";0;0;3
105;26;7;"Petrópolis";"11";"2023";0;0;3
106;26;7;"Petrópolis";"11";"2023";0;0;3
107;38;7;"Paraíba do Sul";"11";"2023";0;0;3
108;38;7;"Areal";"11";"2023";0;0;3
108;38;7;"Comendador Levy Gasparian";"11";"2023";0;0;3
108;38;7;"Três Rios";"11";"2023";0;1;3
109;38;7;"Sapucaia";"11";"2023";0;0;3
110;30;7;"Teresópolis";"11";"2023";0;0;3
111;30;7;"Sumidouro";"11";"2023";0;0;3
112;30;7;"Carmo";"11";"2023";0;0;3
118;25;4;"Araruama";"11";"2023";0;0;3
119;35;4;"Rio Bonito";"11";"2023";0;0;3
120;35;4;"Silva Jardim";"11";"2023";0;0;3
121;32;6;"Casimiro de Abreu";"11";"2023";0;0;3
122;32;6;"Conceição de Macabu";"11";"2023";0;0;3
123;32;6;"Macaé";"11";"2023";0;1;3
124;25;4;"Saquarema";"11";"2023";0;0;3
125;25;4;"São Pedro da Aldeia";"11";"2023";0;0;3
126;25;4;"Cabo Frio";"11";"2023";0;3;3
127;25;4;"Armação dos Búzios";"11";"2023";0;0;3
128;32;6;"Rio das Ostras";"11";"2023";0;0;3
129;25;4;"Iguaba Grande";"11";"2023";0;0;3
130;32;6;"Carapebus";"11";"2023";0;0;3
130;32;6;"Quissamã";"11";"2023";0;0;3
132;25;4;"Arraial do Cabo";"11";"2023";0;0;3
134;8;6;"Campos dos Goytacazes";"11";"2023";1;0;3
135;36;6;"Itaocara";"11";"2023";0;0;3
136;36;6;"Aperibé";"11";"2023";0;0;3
136;36;6;"Santo Antônio de Pádua";"11";"2023";0;0;3
137;36;6;"Miracema";"11";"2023";0;0;3
138;29;6;"Laje do Muriaé";"11";"2023";0;0;3
139;29;6;"Porciúncula";"11";"2023";0;0;3
140;29;6;"Natividade";"11";"2023";0;0;3
140;29;6;"Varre-Sai";"11";"2023";0;0;3
141;8;6;"São Fidélis";"11";"2023";0;0;3
142;36;6;"Cambuci";"11";"2023";0;0;3
143;29;6;"Itaperuna";"11";"2023";0;0;3
143;29;6;"São José de Ubá";"11";"2023";0;0;3
144;29;6;"Bom Jesus do Itabapoana";"11";"2023";0;0;3
145;8;6;"São João da Barra";"11";"2023";0;0;3
146;8;6;"Campos dos Goytacazes";"11";"2023";0;0;3
147;8;6;"São Francisco de Itabapoana";"11";"2023";0;0;3
148;29;6;"Cardoso Moreira";"11";"2023";0;0;3
148;29;6;"Italva";"11";"2023";0;0;3
151;11;7;"Nova Friburgo";"11";"2023";0;0;3
152;11;7;"Duas Barras";"11";"2023";0;0;3
153;11;7;"Cantagalo";"11";"2023";0;0;3
154;11;7;"Cordeiro";"11";"2023";0;0;3
154;11;7;"Macuco";"11";"2023";0;0;3
155;36;6;"São Sebastião do Alto";"11";"2023";0;0;3
156;11;7;"Santa Maria Madalena";"11";"2023";0;0;3
157;11;7;"Trajano de Moraes";"11";"2023";0;0;3
158;11;7;"Bom Jardim";"11";"2023";0;0;3
159;35;4;"Cachoeiras de Macacu";"11";"2023";0;0;3
165;33;5;"Mangaratiba";"11";"2023";0;0;3
166;33;5;"Angra dos Reis";"11";"2023";0;0;3
167;33;5;"Paraty";"11";"2023";0;0;3
168;28;5;"Rio Claro";"11";"2023";0;0;3
1;5;1;"Rio de Janeiro";"10";"2023";0;0;3
4;5;1;"Rio de Janeiro";"10";"2023";0;0;3
5;5;1;"Rio de Janeiro";"10";"2023";0;0;3
6;4;1;"Rio de Janeiro";"10";"2023";0;0;3
7;5;1;"Rio de Janeiro";"10";"2023";0;0;3
9;2;1;"Rio de Janeiro";"10";"2023";0;0;3
10;2;1;"Rio de Janeiro";"10";"2023";0;0;3
11;23;1;"Rio de Janeiro";"10";"2023";0;1;3
12;19;1;"Rio de Janeiro";"10";"2023";0;0;3
13;19;1;"Rio de Janeiro";"10";"2023";0;0;3
14;23;1;"Rio de Janeiro";"10";"2023";0;0;3
15;23;1;"Rio de Janeiro";"10";"2023";0;0;3
16;31;2;"Rio de Janeiro";"10";"2023";0;0;3
17;4;1;"Rio de Janeiro";"10";"2023";0;1;3
18;6;1;"Rio de Janeiro";"10";"2023";0;0;3
19;6;1;"Rio de Janeiro";"10";"2023";0;2;3
20;6;1;"Rio de Janeiro";"10";"2023";0;0;3
21;22;1;"Rio de Janeiro";"10";"2023";0;0;3
22;16;1;"Rio de Janeiro";"10";"2023";1;1;3
23;3;1;"Rio de Janeiro";"10";"2023";0;0;3
24;3;1;"Rio de Janeiro";"10";"2023";0;0;3
25;3;1;"Rio de Janeiro";"10";"2023";0;1;3
26;3;1;"Rio de Janeiro";"10";"2023";0;1;3
27;41;2;"Rio de Janeiro";"10";"2023";0;1;3
28;18;2;"Rio de Janeiro";"10";"2023";0;0;3
29;9;2;"Rio de Janeiro";"10";"2023";0;0;3
30;9;2;"Rio de Janeiro";"10";"2023";0;0;3
31;41;2;"Rio de Janeiro";"10";"2023";0;0;3
32;18;2;"Rio de Janeiro";"10";"2023";0;1;3
33;14;2;"Rio de Janeiro";"10";"2023";0;0;3
34;14;2;"Rio de Janeiro";"10";"2023";0;0;3
35;40;2;"Rio de Janeiro";"10";"2023";0;0;3
36;27;2;"Rio de Janeiro";"10";"2023";0;2;3
37;17;1;"Rio de Janeiro";"10";"2023";0;0;3
38;16;1;"Rio de Janeiro";"10";"2023";0;0;3
39;41;2;"Rio de Janeiro";"10";"2023";0;0;3
40;9;2;"Rio de Janeiro";"10";"2023";0;0;3
41;18;2;"Rio de Janeiro";"10";"2023";0;0;3
42;31;2;"Rio de Janeiro";"10";"2023";0;0;3
43;27;2;"Rio de Janeiro";"10";"2023";0;0;3
44;3;1;"Rio de Janeiro";"10";"2023";0;0;3
48;24;3;"Seropédica";"10";"2023";0;0;3
50;24;3;"Itaguaí";"10";"2023";0;3;3
